	TCGA-A1-A0SP-01	TCGA-A1-A0SB-01	TCGA-A1-A0SM-01	TCGA-A1-A0SO-01	TCGA-A1-A0SK-01	TCGA-A1-A0SF-01	TCGA-A1-A0SQ-01	TCGA-A1-A0SN-01	TCGA-A1-A0SG-01	TCGA-A1-A0SE-01	TCGA-A1-A0SH-01	TCGA-A1-A0SD-01	TCGA-A1-A0SI-01	TCGA-A1-A0SJ-01
FAM135A	1751	839	352	1815	1465	159	921	328	204	325	624	437	412	778
FAM135B	5	2	204	1	39	16	2743	114	50	74	146	34	11	7
FAM136A	7566	1666	2329	4528	6680	1714	1542	2688	1550	1582	1900	2190	1982	1397
FAM136B	0	5	2	1	5	0	0	0	2	0	0	4	3	0
FAM138B	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAM138D	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FAM138E	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM138F	0	0	1	0	0	2	0	0	2	0	2	0	0	0
FAM13AOS	28	96	39	25	31	87	28	20	58	44	37	93	68	34
FAM13A	1126	2214	652	1169	1064	2228	755	476	379	1846	881	1391	1177	1006
FAM13B	2093	3107	1693	1935	2258	1740	2559	3105	1952	2774	2887	2982	1881	1665
FAM13C	147	353	228	75	247	162	299	110	140	259	152	379	173	287
FAM149A	303	267	172	30	26	107	84	300	64	119	215	124	154	223
FAM149B1	960	1038	2064	1672	1279	1532	853	813	1213	1522	1403	2463	1462	954
FAM150A	167	0	0	0	3943	0	0	0	0	0	0	0	0	0
FAM150B	33	1517	3	2	46	4	0	1	4	121	1	4	7	16
FAM151A	2	0	0	0	0	0	0	0	38	0	3	3	2	6
FAM151B	19	15	65	32	16	46	87	167	81	51	90	115	110	84
FAM153A	0	1	0	0	4	0	0	1	1	0	2	4	3	1
FAM153B	0	1	1	0	1	2	0	0	5	0	0	2	0	0
FAM153C	0	1	0	0	1	0	0	2	0	0	0	0	1	0
FAM154A	0	3	2	2	1	1	14	4	8	13	0	6	38	5
FAM154B	49	86	72	59	92	292	30	143	167	123	51	65	71	16
FAM155A	269	13	689	3119	702	43	41	686	125	260	998	280	242	62
FAM155B	21	53	541	778	1482	48	128	246	96	73	296	159	59	262
FAM156A	690	1468	1123	1941	1299	969	942	498	975	887	892	1107	1182	867
FAM157A	9	77	11	146	22	7	63	38	139	53	78	68	39	25
FAM157B	3	22	3	1	0	1	4	1	8	3	3	9	3	1
FAM158A	394	211	472	603	442	361	535	739	417	467	204	521	464	315
FAM159A	62	6	62	99	89	32	1	33	63	11	39	26	29	13
FAM160A1	421	763	265	292	214	99	331	583	231	604	257	657	279	287
FAM160A2	1617	1970	1401	1755	1527	1610	1700	1519	1554	1818	1348	2137	2763	1509
FAM160B1	652	2081	3073	4755	1041	1262	1438	2029	1333	1913	3029	2994	2857	1947
FAM160B2	1637	2323	3731	1001	440	2354	1496	2908	2327	3957	3624	3571	3382	3140
FAM161A	443	239	112	1457	1259	184	91	182	162	296	226	211	252	165
FAM161B	150	375	393	296	573	885	678	350	549	805	538	923	703	457
FAM162A	2512	879	3072	2149	1935	1763	3816	2671	2593	4460	1736	3294	5327	1380
FAM162B	10	8	43	5	8	11	33	14	10	62	13	34	31	61
FAM163A	4	4	4	5	20	0	8	3	8	2	2	3	5	1
FAM163B	0	0	3	0	173	2	0	0	0	0	0	0	1	0
FAM164A	553	1359	1426	1360	2065	462	604	1109	192	703	1029	872	456	2395
FAM164C	149	120	91	303	209	189	169	153	232	171	40	211	160	257
FAM165B	995	508	564	968	1146	901	654	540	1525	1040	1025	957	1002	664
FAM166A	1	2	0	0	0	0	2	0	1	1	0	0	1	0
FAM166B	3	5	0	2	0	42	10	7	87	25	9	9	49	21
FAM167A	418	844	592	15	995	313	25	674	35	308	110	953	95	263
FAM167B	190	18	116	105	74	106	141	108	108	169	140	318	143	123
FAM168A	773	966	710	1478	1986	728	1221	1912	722	1051	1874	1140	1764	602
FAM168B	13800	10939	7983	13341	22034	6199	3445	6387	7273	10652	8022	6445	6541	5434
FAM169A	599	654	123	310	638	116	87	411	908	423	150	817	121	1685
FAM169B	0	4	0	0	1	0	0	0	0	0	0	0	0	2
FAM170A	1	0	0	0	0	1	0	1	0	2	0	0	1	0
FAM170B	0	0	0	0	1	0	1	0	0	1	0	0	1	0
FAM171A1	3216	4422	811	8648	5027	591	344	797	616	1223	1107	1386	905	655
FAM171A2	365	85	227	3660	1290	61	32	181	77	103	219	101	249	229
FAM171B	2473	464	762	639	1051	1592	4791	617	325	1375	1137	2812	1270	1892
FAM172A	1442	2685	1595	1940	2027	1326	1143	2540	993	1756	2256	1753	1577	1619
FAM173A	555	92	532	242	145	798	310	552	1403	618	333	433	692	355
FAM173B	1158	463	710	722	585	856	632	1299	914	855	606	762	911	589
FAM174A	438	476	1834	353	373	986	1749	1651	1975	1192	1194	1809	1218	2121
FAM174B	709	1186	13214	3513	3936	19988	6123	5217	6411	3083	4853	6588	2194	5653
FAM175A	1025	752	511	409	290	822	806	955	530	1110	686	910	650	766
FAM175B	1034	1081	1730	4176	1529	1331	1723	1290	1386	1822	1491	1990	1894	2247
FAM176A	535	881	301	136	661	112	24	286	235	193	428	427	548	125
FAM176B	490	92	4172	242	118	3956	4365	656	3246	3585	1570	553	1237	1273
FAM177A1	2469	1605	3582	3436	2487	1954	3321	2745	2087	3601	3020	4135	2547	10442
FAM177B	0	3	108	0	0	12	1962	2	56	5	24	16	13	17
FAM178A	1262	1873	2657	4493	4086	1875	2126	2313	2031	2834	2034	3629	3518	1652
FAM178B	34	1573	26	1225	112	17	425	164	59	63	80	39	13	72
FAM179A	5	4	0	1	1	17	4	5	18	6	3	3	14	10
FAM179B	694	1758	1607	1482	1550	1164	1316	2184	1637	2073	2069	2424	2433	1317
FAM180A	33	459	164	17	13	296	45	115	180	99	268	193	180	86
FAM180B	2	9	0	2	3	12	11	4	5	4	0	15	2	32
FAM181A	0	1	0	18	38	7	0	0	0	1	0	0	0	0
FAM181B	84	289	1	75	8	11	3	104	2	24	6	17	157	5
FAM182A	16	4	4	0	91	0	3	8	4	2	4	5	7	3
FAM182B	168	56	90	67	705	18	230	216	22	23	13	31	129	136
FAM183A	10	10	12	2	10	115	0	22	127	16	5	11	34	36
FAM183B	0	3	0	2	0	6	0	0	3	4	0	2	4	3
FAM184A	745	117	53	1767	1477	59	394	103	28	168	74	199	454	440
FAM184B	63	18	56	59	218	116	360	77	371	517	309	180	66	33
FAM185A	205	203	301	289	308	301	294	234	374	300	261	422	393	248
FAM186A	3	8	5	8	0	9	15	0	11	6	3	8	7	5
FAM186B	25	59	13	38	149	23	10	22	22	26	20	24	24	20
FAM187B	0	0	0	0	0	0	0	2	0	0	0	5	1	0
FAM188A	1752	1070	1807	2076	1310	918	1145	806	877	1420	963	1362	1511	1172
FAM188B	1104	604	323	2065	1652	442	688	363	88	613	239	325	1058	193
FAM189A1	19	33	661	16	35	18	3	266	30	196	2265	55	659	11
FAM189A2	353	2001	618	1114	327	872	93	549	55	2388	906	1239	90	526
FAM189B	2719	1312	3000	4751	1663	2929	3798	3102	1748	4540	1776	3057	2957	1650
FAM18A	31	21	10	20	36	31	4	36	35	30	26	33	33	23
FAM18B2	783	670	534	430	758	362	247	651	529	397	499	673	362	545
FAM18B	1752	1327	1518	991	1020	947	1023	2590	2017	1400	1813	1854	1197	2153
FAM190A	291	133	254	378	903	59	494	136	248	247	187	177	176	277
FAM190B	2023	4142	4320	4031	3513	2319	2970	3360	2618	3272	4328	5519	5295	2820
FAM192A	2493	2834	2189	4137	3460	2502	3357	3076	2736	2786	2425	2741	3422	4359
FAM193A	1723	2300	2624	2646	3886	1745	2192	2174	2538	2872	2174	3298	2149	2395
FAM193B	870	1646	1148	1041	1074	1220	919	2101	1060	1305	885	1380	1015	967
FAM194A	0	3	0	4	2	1	1	3	4	2	0	3	0	2
FAM194B	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FAM195A	1160	265	848	441	362	1049	1207	1200	2445	1058	532	652	1109	730
FAM195B	4579	2580	7799	4121	3561	3881	2245	2099	4041	2577	4450	3385	3572	4612
FAM196A	28	13	28	4	98	1396	1185	14	459	2011	69	2324	49	102
FAM196B	7	166	3	27	158	97	12	2	10	358	43	37	16	6
FAM197Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM198A	783	2787	2435	5957	219	531	162	290	2286	1539	995	275	1887	728
FAM198B	2412	1767	8942	2006	1227	5685	34536	14691	7889	19541	18425	11039	24136	11576
FAM199X	964	1171	1872	1087	2086	1816	1669	2100	1835	2611	2064	2521	2206	2389
FAM19A1	3	5	8	5	3	5	1	3	1	2	1	3	2	4
FAM19A2	105	73	68	44	138	77	19	22	181	37	55	24	37	38
FAM19A3	98	174	23	121	134	9	5	7	7	18	7	14	9	4
FAM19A4	2	4	1	379	31	3	0	2	0	1	1	4	0	0
FAM19A5	41	427	2161	10	1025	85	2231	129	112	365	638	116	461	64
FAM200A	443	533	610	220	875	606	718	436	453	729	579	733	607	796
FAM200B	1268	850	938	1632	2051	656	819	433	882	841	798	890	611	640
FAM20A	293	197	662	242	60	534	171	566	618	383	1568	453	1614	187
FAM20B	6536	4189	8348	7823	9225	5068	10206	8009	3224	9215	5361	5139	8458	4982
FAM20C	2680	738	3930	334	1967	988	575	1709	3661	2073	3901	3298	3920	2903
FAM21A	1431	369	385	814	739	1237	1166	295	2141	1042	736	1607	1784	325
FAM21B	907	2431	2152	840	1033	1641	1549	2147	1364	3010	2247	3098	1337	1252
FAM21C	2405	2884	3890	2515	4654	3680	2561	2978	3893	4812	2538	2816	4176	2407
FAM22A	24	162	112	89	95	161	213	54	314	138	316	220	260	79
FAM22D	83	308	207	255	415	338	313	157	454	632	568	332	372	167
FAM22F	3	8	2	1	9	3	2	1	6	7	2	8	5	6
FAM22G	9	2	3	0	14	0	7	7	9	10	4	6	11	4
FAM23A	46	34	11	25	7	7	9	9	3	8	8	10	0	15
FAM24A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM24B	144	31	29	64	391	27	32	26	30	32	19	21	76	7
FAM25A	0	0	0	0	6	0	0	0	150	1	6	3	0	0
FAM25B	0	0	0	0	0	1	0	0	13	0	0	0	0	0
FAM26D	1	0	0	0	0	0	0	0	0	1	0	2	0	0
FAM26E	229	99	628	85	137	252	170	905	428	444	1781	752	1248	381
FAM26F	1040	87	205	64	156	393	117	219	173	153	182	184	600	278
FAM27A	38	19	31	57	37	5	8	48	19	17	16	7	0	17
FAM27B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM27C	34	38	35	66	43	4	10	48	20	16	13	12	3	13
FAM27L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM32A	5235	3747	4380	5043	7228	6064	3392	4977	5397	4626	4340	4746	5092	2772
FAM35A	1613	1694	4231	2048	3244	2794	2046	1977	1749	2269	2648	2429	2056	1584
FAM35B2	149	144	340	171	272	189	170	143	138	184	246	207	160	157
FAM35B	513	484	985	726	951	748	583	494	605	738	876	748	623	485
FAM36A	1851	1547	4414	3252	1307	2052	4810	1472	1702	3137	1834	1929	3291	1889
FAM38A	11048	5435	5547	1903	2336	5551	7203	8048	8400	5136	5827	7828	9479	12269
FAM38B	932	2383	752	462	1206	161	379	572	175	1443	425	618	666	2007
FAM3A	1657	1136	1517	2876	1614	1759	1504	1752	2185	1698	2666	1656	2060	2661
FAM3B	38	1274	396	1	3560	642	6946	35	61	1330	30	5582	307	64
FAM3C	3353	2496	3885	2500	2219	2366	3080	4141	1723	2781	3195	3903	3351	4094
FAM3D	4	678	5	1764	1	10	8	4	6	180	4	7	84	5
FAM40A	1957	2076	2589	2956	1615	1067	1500	1334	2147	2022	1846	1633	2125	1534
FAM40B	136	36	96	41	166	98	34	87	198	308	127	299	754	36
FAM41AY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM41C	36	35	29	106	38	37	46	12	43	22	18	24	40	16
FAM43A	697	217	400	126	433	492	485	725	352	500	314	658	434	371
FAM43B	18	6	32	12	447	68	17	44	111	78	40	84	37	107
FAM45A	695	770	1562	2213	732	963	891	877	1042	1205	1190	1664	1152	990
FAM45B	282	330	624	1200	362	351	437	506	449	623	512	595	561	454
FAM46A	1371	1130	1721	5940	1052	1163	6685	1532	1068	1211	3329	1789	2849	2010
FAM46B	59	5183	277	505	836	2204	625	225	7534	2418	1854	219	1608	727
FAM46C	914	1044	6429	963	338	3426	4763	996	4591	3761	4632	2724	1671	4396
FAM46D	9	138	7	4	0	0	6	6	1	6	3	0	11	1
FAM47A	0	0	0	0	0	0	1	0	0	0	0	1	1	0
FAM47B	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FAM47C	0	3	0	2	0	1	0	1	0	1	0	0	1	0
FAM47E	221	174	251	41	125	576	269	119	496	361	325	417	123	169
FAM48A	1676	2355	3009	3132	6582	1800	1085	2003	1993	2202	1891	1867	2535	1765
FAM48B1	0	0	0	1	0	2	0	6	3	3	8	2	8	3
FAM48B2	0	1	1	2	0	0	1	2	7	5	9	5	6	2
FAM49A	325	161	177	318	2416	107	149	225	189	188	241	270	284	154
FAM49B	5027	1745	3450	4421	10543	1892	2697	6572	6525	2426	2495	4405	4515	3468
FAM50A	3274	1157	5588	6903	3514	2762	2909	4568	2961	3421	3686	2607	3706	3328
FAM50B	91	939	563	1313	656	543	404	276	755	766	620	555	507	366
FAM53A	173	48	26	246	83	106	83	73	97	117	53	76	96	202
FAM53B	3956	3619	2195	3236	2804	4604	2035	2982	6018	3028	1918	2875	2849	2385
FAM53C	2711	4378	2820	5137	3414	2774	2254	4383	1991	4203	2044	2443	2592	2278
FAM54A	591	43	130	355	473	75	137	293	53	73	77	85	371	287
FAM54B	2689	2166	1446	2446	1803	2987	2530	1656	2711	2324	1985	2120	2313	2246
FAM55A	0	1	1	0	0	0	0	0	0	0	0	0	0	1
FAM55B	0	2	6	4	6	0	0	2	0	1	0	1	2	0
FAM55C	1425	856	1774	2842	1183	1637	1394	3580	2583	1244	4288	1823	2538	2407
FAM55D	0	0	0	0	0	10	1	1	1	1	2	0	2	0
FAM57A	808	939	1129	2044	1111	643	105	1085	389	777	958	579	1071	613
FAM57B	41	6	140	26	2937	42	69	55	59	47	9	5	23	77
FAM58A	1385	454	1291	2662	1057	836	452	1019	780	721	1028	741	851	871
FAM58B	1	0	2	1	0	1	3	2	2	3	0	2	1	0
FAM59A	462	576	355	512	267	321	382	1392	378	601	532	213	916	243
FAM5B	20	9	824	6	20	76	1898	1133	0	173	18	15	32	19
FAM5C	0	29	6	7	0	1	1	797	0	36	208	185	1768	178
FAM60A	22242	5392	621	16363	19511	3515	285	3721	2093	2850	1465	2731	1770	3125
FAM63A	596	1005	4630	2925	972	2736	3457	4826	2911	9713	1550	6582	3158	2392
FAM63B	311	593	796	533	334	204	654	1002	574	732	1557	1641	1206	754
FAM64A	1398	224	499	1885	3378	115	245	364	82	194	55	151	356	463
FAM65A	2707	1414	3044	646	1797	1636	3538	3943	4296	3475	3749	4359	3745	4569
FAM65B	179	267	219	82	167	814	102	398	615	320	452	274	565	311
FAM65C	37	14	115	85	353	66	23	125	124	124	109	128	347	60
FAM66A	3	9	4	44	8	4	0	2	0	9	5	5	4	3
FAM66C	212	77	55	327	726	46	16	62	32	54	28	135	52	54
FAM66D	41	34	6	128	23	27	8	13	10	11	9	33	46	31
FAM66E	1	4	5	22	0	3	0	1	1	12	3	0	2	6
FAM69A	649	295	1148	201	318	578	228	874	498	517	1280	1002	1082	692
FAM69B	366	916	419	1780	1907	345	401	545	266	422	180	975	373	557
FAM69C	368	251	23	1	231	51	5	19	14	33	49	17	17	23
FAM70A	170	21	169	10	61	156	95	380	55	284	696	184	376	119
FAM70B	88	2	187	42	213	73	77	65	119	65	70	130	76	113
FAM71A	0	0	0	0	0	0	0	1	1	1	0	0	0	0
FAM71B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM71C	0	1	0	4	0	0	0	0	2	1	1	0	5	0
FAM71D	66	46	100	147	84	68	87	131	57	82	47	63	129	53
FAM71E1	157	288	69	300	417	211	70	77	286	134	100	98	120	86
FAM71E2	3	0	0	2	10	2	17	2	1	2	0	0	4	0
FAM71F1	1	9	1	2	1	2	0	8	6	5	5	0	0	1
FAM71F2	2	27	13	4	14	27	1	2	11	6	2	12	4	2
FAM72A	225	16	44	352	505	19	49	36	31	102	34	19	238	160
FAM72B	1615	89	212	1675	1412	69	160	190	148	277	113	154	480	399
FAM72D	701	37	72	1195	722	51	85	136	98	125	65	118	172	198
FAM73A	1375	1241	2776	1106	1429	598	2393	1361	1235	1793	2110	3216	1709	2766
FAM73B	1230	972	552	482	1649	736	813	1341	1383	843	754	876	1101	543
FAM74A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM74A3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM75A2	0	2	85	27	0	0	0	0	0	5	0	14	0	6
FAM75A3	0	0	28	5	0	0	1	0	0	2	0	4	0	0
FAM75A5	0	1	7	0	0	0	0	0	1	1	0	0	0	0
FAM75A6	0	0	43	0	0	0	0	0	0	0	0	1	0	0
FAM75C1	0	1	1	0	2	5	0	0	0	4	2	0	1	1
FAM76A	831	713	578	1015	1060	415	698	473	625	701	521	524	1000	781
FAM76B	885	948	580	1871	3521	592	307	778	443	466	603	582	1045	450
FAM78A	456	85	583	189	160	411	219	834	386	319	615	413	725	222
FAM78B	52	71	81	27	148	44	26	151	37	32	35	40	57	22
FAM7A2	2	5	26	55	37	2	0	2	5	5	9	1	16	3
FAM7A3	13	13	63	327	68	6	2	8	7	8	75	19	40	6
FAM81A	615	137	136	252	1201	42	43	248	58	70	58	182	90	60
FAM81B	0	0	46	3	0	56	10	46	9	27	22	10	69	0
FAM82A1	111	758	216	76	157	195	32	145	81	183	173	225	210	233
FAM82A2	1539	1036	3082	2073	1244	1433	3123	4252	4217	2856	2650	4583	3602	3116
FAM82B	2532	1809	1568	2199	3234	1413	1827	2504	4045	1891	2001	2304	1508	2971
FAM83A	11	0	50	790	51	98	47	246	24	24	219	34	71	265
FAM83B	628	1100	241	170	179	49	705	1259	17	308	280	527	916	49
FAM83C	12	0	1	0	79	0	1	0	0	0	1	3	3	0
FAM83D	2910	422	841	4806	2968	319	502	1382	346	749	344	641	2441	2388
FAM83E	60	79	2381	0	24	703	1068	3	1103	213	911	350	312	269
FAM83F	1356	479	644	904	1913	533	252	703	760	904	397	453	654	327
FAM83G	582	541	508	571	926	161	582	1314	193	292	310	431	181	459
FAM83H	9050	5433	12829	2598	7950	10439	6933	17934	20158	8399	7356	9625	6079	10811
FAM84A	1567	821	1659	7068	1244	202	1410	1425	1598	2380	389	1280	1093	7372
FAM84B	6720	2382	8019	5437	4001	6662	9323	10431	7688	6816	9426	11982	6221	4586
FAM86A	1372	672	1265	2872	296	1257	917	984	2360	1491	1134	1098	1508	832
FAM86B1	886	332	200	754	116	254	146	320	82	959	347	293	700	152
FAM86B2	74	50	27	96	23	40	23	33	2	128	47	30	90	28
FAM86C	857	310	409	1319	330	635	1555	567	545	664	482	1035	611	265
FAM86D	541	763	297	519	278	568	192	234	296	410	390	375	405	407
FAM89A	360	128	134	105	170	155	64	134	159	133	193	272	196	419
FAM89B	3865	1553	3027	2600	3028	2878	1848	3453	2178	2459	2754	2804	3558	1813
FAM8A1	1109	3029	4599	8103	2284	2512	2342	2982	3073	3860	3709	4161	3023	3863
FAM90A1	506	19	15	511	21	267	76	59	225	110	6	28	12	72
FAM90A7	1	0	0	1	2	1	1	0	0	0	1	0	0	0
FAM91A1	5240	2789	4114	2855	9573	2018	3538	4818	4417	3675	4017	6230	3553	5926
FAM92A1	553	430	489	385	3105	183	28	253	155	351	357	186	251	321
FAM92A3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM92B	13	0	0	4	4	22	2	22	6	1	0	2	22	5
FAM95B1	24	196	33	23	81	2	10	6	7	34	23	83	13	24
FAM96A	2022	740	2158	3833	3792	1263	1657	2473	1357	1890	1874	3499	1363	1952
FAM96B	2237	873	1092	1630	1463	1093	1526	1183	869	940	865	992	1440	2293
FAM98A	3507	2862	3701	4160	2450	1745	2060	3401	1993	3086	3183	2626	3803	1960
FAM98B	1551	1171	1096	2067	2205	596	662	1605	914	932	753	1167	962	1110
FAM98C	276	325	532	636	397	893	3229	726	837	637	419	648	824	643
FAM99A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM9B	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAM9C	3	0	0	2	0	1	0	1	0	0	0	1	0	0
FANCA	2141	484	270	1592	2772	306	604	686	189	306	181	341	904	843
FANCB	121	57	40	901	252	33	32	60	39	81	36	35	158	40
FANCC	1910	1015	560	2873	3071	390	601	1951	793	1160	707	675	945	443
FANCD2	1577	1002	1033	10667	1621	561	858	1669	978	1401	692	782	2265	1219
FANCE	813	614	219	1471	1698	370	331	448	370	281	148	360	470	175
FANCF	2438	1254	3038	4005	2612	1938	1380	1901	1485	1776	1541	1960	1855	2238
FANCG	1288	797	1024	1559	2842	731	987	1324	940	1378	740	1297	2048	667
FANCI	2999	1662	2698	12782	10106	3520	1748	5980	1511	3077	1234	2434	2776	3008
FANCL	1956	886	798	3012	3110	604	897	587	458	609	440	778	1097	585
FANCM	251	655	306	991	653	294	337	822	226	499	326	436	736	409
FANK1	181	85	292	104	49	878	437	179	879	506	296	296	643	305
FAP	1293	464	7144	705	1137	1627	619	6789	4263	3959	13128	4146	9167	3232
FAR1	4053	2597	5861	6743	6902	2125	3971	5017	2793	3593	4296	5627	4520	5799
FAR2	1042	94	634	4712	171	76	120	242	139	252	361	382	656	499
FARP1	8099	9928	17933	7305	23206	8721	5917	5484	12308	10155	18851	5446	7630	4176
FARP2	612	1124	926	751	546	988	965	1020	1103	933	520	1009	1464	760
FARS2	562	336	593	2049	496	664	795	963	1039	798	572	850	837	400
FARSA	5392	3030	3390	5235	6687	3564	3995	4227	3780	3530	2134	1829	3939	2509
FARSB	4294	2352	2792	6530	3904	2491	2973	1729	2450	3421	2217	2812	3241	2761
FASLG	22	2	7	7	0	46	11	68	24	29	9	26	211	9
FASN	24259	10198	115140	27729	17278	24600	73122	102682	78449	74297	549583	45612	81335	71252
FASTKD1	1177	595	758	2120	1268	392	774	425	616	854	707	746	1127	471
FASTKD2	3076	2192	2314	4398	4299	1988	2508	2225	2007	2778	2008	2927	2553	2154
FASTKD3	653	344	470	975	921	419	349	1079	339	333	288	519	562	669
FASTKD5	1116	1180	1488	1788	1379	950	1070	2505	1175	1462	962	1921	1857	1224
FASTK	2546	1613	3098	2568	1110	2793	2708	2489	3514	2820	2496	2642	4246	2225
FAS	899	637	581	145	191	516	167	736	627	675	1226	781	1930	358
FAT1	35877	86190	10729	32938	8285	2955	20025	6426	7282	9441	26099	12691	6787	11021
FAT2	134	11946	124	45	109	784	125	295	297	2265	1547	2267	475	377
FAT3	35	39	194	14	179	23	19	253	222	154	573	115	272	63
FAT4	435	525	640	275	138	679	425	862	702	953	1526	1445	1412	1006
FATE1	1	1	0	0	0	1	2	14	0	1	4	2	9	2
FAU	23747	16050	12759	10227	20017	17540	16694	18261	14908	12854	10222	11329	15123	11300
FBF1	576	271	547	1660	225	428	303	323	570	448	432	321	766	265
FBLIM1	6344	7461	2740	5924	4582	3356	1528	2481	2471	5299	3197	3881	6876	2703
FBLL1	116	166	17	124	413	86	3	94	45	145	74	10	84	273
FBLN1	8969	13292	25845	15674	18541	13072	5884	14806	15888	21601	83078	7671	66826	34242
FBLN2	9757	9543	17590	2267	1947	13513	3959	19553	10564	8794	37704	8889	37821	8571
FBLN5	2380	3739	2561	1560	726	3750	1447	2196	1975	3159	6208	3931	6361	3827
FBLN7	218	332	1166	1356	286	1009	140	473	667	979	786	1166	807	773
FBL	14212	14337	4771	30133	17822	10981	19886	7016	4782	9794	5391	4844	5899	5634
FBN1	14743	10405	45257	4037	3607	11275	5207	41674	23886	27688	112706	26875	87615	16614
FBN2	546	1466	968	46	48	99	37	507	77	317	637	382	257	435
FBN3	128	4257	11	80	3160	4	2	7	67	8	3	7	2	0
FBP1	6298	89	1906	164	436	5362	9467	5761	8400	5011	5268	9065	3503	4715
FBP2	1	0	0	0	6	1	7	0	0	0	1	2	10	2
FBRSL1	2166	1403	1562	1894	4752	1310	1202	2633	1615	1062	986	1729	1645	1442
FBRS	3826	3869	5188	4018	1929	5469	3807	4841	13871	6277	3495	4573	6994	5247
FBXL12	828	820	818	1593	1072	975	783	821	651	881	797	622	1172	497
FBXL13	12	30	9	29	39	65	15	30	32	35	49	34	49	14
FBXL14	12348	1494	2277	4270	13589	1931	2545	3060	1787	1910	1725	2602	1495	2794
FBXL15	382	202	519	498	742	609	475	391	716	430	459	442	556	355
FBXL16	1244	777	3493	1161	1072	874	4095	3012	10892	1750	179	1242	5925	1757
FBXL17	1162	1447	1867	1078	2935	1144	2711	3379	1644	1581	2048	2232	1951	3311
FBXL18	1836	1507	888	1474	1721	821	410	1629	1273	1526	1188	659	1107	981
FBXL19	2293	1174	1655	3952	1102	1676	1050	1586	2817	2261	1418	1194	2710	1212
FBXL20	234	480	3217	976	768	217	210	532	270	544	370	711	309	557
FBXL21	0	1	3	19	0	1	0	0	0	0	3	3	0	0
FBXL22	42	199	69	197	33	115	139	33	113	78	91	91	144	59
FBXL2	303	908	880	2469	335	341	40	196	648	892	507	750	371	424
FBXL3	2057	2852	6702	2686	4910	3062	1748	2711	4364	5060	6315	4208	4982	5494
FBXL4	1636	919	1320	3272	1207	509	974	798	363	767	971	1438	810	995
FBXL5	3408	5103	9542	4480	4513	5906	8376	6107	9469	7550	8385	9621	6029	9668
FBXL6	1096	385	876	357	1935	1391	831	1353	2947	1158	723	893	1309	895
FBXL7	1380	1160	2709	625	146	1691	1095	1468	9632	2140	2017	1743	2821	1014
FBXL8	123	109	164	109	50	289	392	154	234	140	142	91	214	126
FBXO10	576	844	802	564	529	432	278	937	488	678	929	490	882	313
FBXO11	3218	3591	4878	6055	5792	2717	2830	4752	3319	4694	4464	4733	4792	3655
FBXO15	27	29	3	59	101	152	36	69	98	141	64	101	24	239
FBXO16	133	80	366	270	31	58	71	257	167	504	81	203	102	209
FBXO17	159	1467	545	1931	819	319	59	386	527	494	579	450	384	306
FBXO18	2833	4045	4580	7947	3674	4063	3681	3701	3861	6617	4221	5514	5562	4366
FBXO21	3175	3596	4128	10072	9914	2241	3941	5660	2979	2908	3594	4894	3581	4064
FBXO22OS	134	92	227	338	121	131	143	296	268	242	114	223	149	95
FBXO22	1056	1056	1994	2163	2214	919	1075	1922	1859	1691	1191	1661	1147	1096
FBXO24	19	22	7	26	11	40	17	31	58	24	19	18	46	14
FBXO25	1449	1209	1609	802	1172	1249	490	1720	889	1969	1820	2213	1128	1585
FBXO27	153	733	445	684	541	117	522	284	671	426	65	328	631	190
FBXO28	3834	2249	5292	4197	2406	3393	3780	6109	2165	5246	3095	3550	6760	3629
FBXO2	221	61	240	27	171	641	2829	179	1614	941	123	647	597	5098
FBXO30	2067	1614	1501	1721	1672	857	1173	1011	1018	1463	1361	1466	1548	1441
FBXO31	1643	2259	1156	1736	1121	1974	1631	1708	1508	1457	1234	1588	1598	3561
FBXO32	1219	6929	2178	820	1336	3280	866	1199	4583	4214	2612	4295	2145	2968
FBXO33	669	488	991	2517	1002	286	327	630	459	365	590	915	518	1216
FBXO34	1624	2566	2380	3577	2256	1867	1327	2726	1520	2700	1931	2824	2354	2014
FBXO36	212	276	548	318	366	561	424	468	876	567	261	949	383	477
